Product_Name,Year_Month,Warehouse_Inventory,Inventory_Cost_Per_Unit,Storage_Cost
GoPro HERO3+ Black Edition Camera,201510,0,0.91,0
Diamondback Boys' Insight 24 Performance Hybr,201510,0,1.89,0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201510,0,2.13,0
Stiga Master Series ST3100 Competition Indoor,201510,0,2.34,0
SOLE E35 Elliptical,201510,21,1.95,41.05
Bushnell Pro X7 Jolt Slope Rangefinder,201510,34,1.73,58.76
SOLE E25 Elliptical,201510,40,0.76,30.49
Bowflex SelectTech 1090 Dumbbells,201510,21,2.11,44.23
Perfect Fitness Perfect Rip Deck,201509,550,0.74,409.55
Nike Men's Dri-FIT Victory Golf Polo,201509,139,0.9,124.86
O'Brien Men's Neoprene Life Vest,201509,414,1.38,572.74
Nike Men's Free 5.0+ Running Shoe,201509,28,1.58,44.24
Under Armour Girls' Toddler Spine Surge Runni,201509,290,0.46,133.64
Nike Men's CJ Elite 2 TD Football Cleat,201509,36,0.45,16.21
Field & Stream Sportsman 16 Gun Fire Safe,201509,130,1.17,151.73
Pelican Sunstream 100 Kayak,201509,22,1.27,27.98
Diamondback Women's Serene Classic Comfort Bi,201509,39,2.08,81.19
ENO Atlas Hammock Straps,201509,17,0.57,9.75
Nike Men's Comfort 2 Slide,201509,1,0.69,0.69
adidas Youth Germany Black/Red Away Match Soc,201509,3,1.27,3.8
Team Golf St. Louis Cardinals Putter Grip,201509,0,1.57,0
LIJA Women's Eyelet Sleeveless Golf Polo,201509,2,0.44,0.88
adidas Men's F10 Messi TRX FG Soccer Cleat,201509,3,2.08,6.24
Glove It Women's Imperial Golf Glove,201509,1,2.28,2.28
Glove It Imperial Golf Towel,201509,16,0.12,1.9
Bridgestone e6 Straight Distance NFL Carolina,201509,0,0.17,0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201509,0,2.01,0
Columbia Men's PFG Anchor Tough T-Shirt,201509,4,1.22,4.87
Under Armour Women's Ignite Slide,201509,9,0.81,7.3
Team Golf Tennessee Volunteers Putter Grip,201509,10,2.16,21.61
Titleist Pro V1x High Numbers Personalized Go,201509,4,0.24,0.98
Nike Men's Deutschland Weltmeister Winners Bl,201509,0,1.71,0
Bridgestone e6 Straight Distance NFL San Dieg,201509,5,1.22,6.11
Nike Women's Tempo Shorts,201509,5,0.46,2.3
Team Golf Texas Longhorns Putter Grip,201509,9,1.61,14.52
Hirzl Women's Soffft Flex Golf Glove,201509,0,0.38,0
Clicgear 8.0 Shoe Brush,201509,3,1.77,5.31
Hirzl Women's Hybrid Golf Glove,201509,4,2.33,9.32
Team Golf Pittsburgh Steelers Putter Grip,201509,10,0.21,2.08
Top Flite Women's 2017 XL Hybrid,201509,0,2.19,0
Glove It Urban Brick Golf Towel,201509,1,0.26,0.26
Nike Dri-FIT Crew Sock 6 Pack,201509,11,0.77,8.44
TYR Boys' Team Digi Jammer,201509,10,2.16,21.63
Team Golf San Francisco Giants Putter Grip,201509,3,0.92,2.77
Clicgear Rovic Cooler Bag,201509,0,1.41,0
Hirzl Men's Hybrid Golf Glove,201509,0,2.03,0
Titleist Pro V1x Golf Balls,201509,0,1.02,0
adidas Men's Germany Black Crest Away Tee,201509,2,0.61,1.23
Titleist Pro V1 High Numbers Personalized Gol,201509,21,0.5,10.58
Under Armour Women's Micro G Skulpt Running S,201509,1,1.09,1.09
Under Armour Hustle Storm Medium Duffle Bag,201509,0,0.13,0
Under Armour Women's Ignite PIP VI Slide,201509,1,1.83,1.83
Bag Boy Beverage Holder,201509,6,1.25,7.52
Under Armour Men's Tech II T-Shirt,201509,0,1.71,0
Team Golf New England Patriots Putter Grip,201509,5,1.79,8.95
Under Armour Men's Compression EV SL Slide,201509,1,1.33,1.33
Bridgestone e6 Straight Distance NFL Tennesse,201509,13,1.14,14.76
Glove It Women's Mod Oval Golf Glove,201509,0,1.36,0
Titleist Pro V1x High Numbers Golf Balls,201509,4,0.44,1.75
Nike Women's Legend V-Neck T-Shirt,201509,0,2.09,0
Under Armour Kids' Mercenary Slide,201509,0,1.06,0
adidas Kids' F5 Messi FG Soccer Cleat,201509,6,0.87,5.25
Children's heaters,201509,0,0.9,0
Web Camera,201509,5,1.28,6.42
Dell Laptop,201509,6,2.23,13.4
Porcelain crafts,201509,0,0.55,0
Sports Books,201509,2,1.13,2.27
DVDs,201509,0,2.23,0
Industrial consumer electronics,201509,0,1.87,0
Fighting video games,201509,0,0.35,0
Summer dresses,201509,0,0.23,0
Lawn mower,201509,0,0.18,0
Adult dog supplies,201509,0,1.45,0
Rock music,201509,0,0.35,0
Elevation Training Mask 2.0,201509,0,0.22,0
LIJA Women's Mid-Length Panel Golf Shorts,201509,0,1.79,0
Toys,201509,0,1.86,0
Brooks Women's Ghost 6 Running Shoe,201509,0,2.22,0
Bag Boy M330 Push Cart,201509,0,0.54,0
Merrell Women's Grassbow Sport Hiking Shoe,201509,0,1.76,0
Nike Men's Free TR 5.0 TB Training Shoe,201509,0,1.71,0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201509,0,1.6,0
First aid kit,201509,0,1.61,0
CDs of rock,201509,8,1.44,11.55
Polar FT4 Heart Rate Monitor,201509,0,0.16,0
LIJA Women's Argyle Golf Polo,201509,0,1.08,0
TaylorMade White Smoke IN-12 Putter,201509,0,1.96,0
Fitbit The One Wireless Activity & Sleep Trac,201509,0,1.79,0
Nike Kids' Grade School KD VI Basketball Shoe,201509,0,1.06,0
The North Face Women's Recon Backpack,201509,0,2.06,0
Smart watch,201509,0,0.92,0
Baby sweater,201509,1,0.28,0.28
MDGolf Pittsburgh Penguins Putter,201509,0,1.83,0
Men's gala suit,201509,0,1.48,0
Merrell Men's All Out Flash Trail Running Sho,201509,0,1.56,0
Garmin Approach S3 Golf GPS Watch,201509,0,0.15,0
LIJA Women's Button Golf Dress,201509,0,0.86,0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201509,0,1.75,0
Merrell Women's Siren Mid Waterproof Hiking B,201509,0,0.26,0
TaylorMade Women's RBZ SL Rescue,201509,0,2.08,0
Mio ALPHA Heart Rate Monitor/Sport Watch,201509,0,1.91,0
TaylorMade 2017 Purelite Stand Bag,201509,0,0.42,0
Cleveland Golf Collegiate My Custom Wedge 588,201509,2,1.84,3.68
adidas Brazuca 2017 Official Match Ball,201509,0,1.54,0
Nike Men's Fingertrap Max Training Shoe,201509,0,2.32,0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201509,0,1.8,0
Nike Men's Kobe IX Elite Low Basketball Shoe,201509,0,0.15,0
Ogio Race Golf Shoes,201509,0,2.3,0
insta-bed Neverflat Air Mattress,201509,0,0.49,0
GolfBuddy VT3 GPS Watch,201509,0,1.1,0
Merrell Women's Grassbow Sport Waterproof Hik,201509,0,2.06,0
Titleist Small Wheeled Travel Cover,201509,0,0.15,0
Polar Loop Activity Tracker,201509,0,1.78,0
Pelican Maverick 100X Kayak,201509,0,1.62,0
Garmin Approach S4 Golf GPS Watch,201509,0,1.26,0
Total Gym 1400,201509,0,0.9,0
Garmin Forerunner 910XT GPS Watch,201509,0,1.43,0
Titleist Club Glove Travel Cover,201509,0,0.13,0
GoPro HERO3+ Black Edition Camera,201509,0,2.33,0
Diamondback Boys' Insight 24 Performance Hybr,201509,0,0.65,0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201509,0,0.53,0
Stiga Master Series ST3100 Competition Indoor,201509,0,1.65,0
SOLE E35 Elliptical,201509,24,1.88,45.07
Bushnell Pro X7 Jolt Slope Rangefinder,201509,14,1.47,20.54
SOLE E25 Elliptical,201509,15,0.53,7.92
Bowflex SelectTech 1090 Dumbbells,201509,27,1.54,41.53
Perfect Fitness Perfect Rip Deck,201508,508,1.13,574.71
Nike Men's Dri-FIT Victory Golf Polo,201508,111,0.66,72.8
O'Brien Men's Neoprene Life Vest,201508,58,1.15,66.56
Nike Men's Free 5.0+ Running Shoe,201508,363,2.25,815.34
Under Armour Girls' Toddler Spine Surge Runni,201508,289,0.29,84.54
Nike Men's CJ Elite 2 TD Football Cleat,201508,170,0.68,115.78
Field & Stream Sportsman 16 Gun Fire Safe,201508,146,2.3,335.32
Pelican Sunstream 100 Kayak,201508,105,1.92,202.07
Diamondback Women's Serene Classic Comfort Bi,201508,132,0.55,73.03
ENO Atlas Hammock Straps,201508,20,1.32,26.39
Nike Men's Comfort 2 Slide,201508,10,1.7,17.03
adidas Youth Germany Black/Red Away Match Soc,201508,15,1.99,29.84
Team Golf St. Louis Cardinals Putter Grip,201508,0,0.97,0
LIJA Women's Eyelet Sleeveless Golf Polo,201508,0,1.89,0
adidas Men's F10 Messi TRX FG Soccer Cleat,201508,13,1.62,21.02
Glove It Women's Imperial Golf Glove,201508,2,0.45,0.9
Glove It Imperial Golf Towel,201508,0,0.1,0
Bridgestone e6 Straight Distance NFL Carolina,201508,0,0.55,0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201508,2,0.13,0.27
Columbia Men's PFG Anchor Tough T-Shirt,201508,2,0.36,0.71
Under Armour Women's Ignite Slide,201508,10,0.79,7.91
Team Golf Tennessee Volunteers Putter Grip,201508,0,0.9,0
Titleist Pro V1x High Numbers Personalized Go,201508,4,1.1,4.39
Nike Men's Deutschland Weltmeister Winners Bl,201508,4,0.41,1.65
Bridgestone e6 Straight Distance NFL San Dieg,201508,0,1.92,0
Nike Women's Tempo Shorts,201508,2,2.28,4.57
Team Golf Texas Longhorns Putter Grip,201508,4,1.36,5.43
Hirzl Women's Soffft Flex Golf Glove,201508,0,2.3,0
Clicgear 8.0 Shoe Brush,201508,5,0.39,1.97
Hirzl Women's Hybrid Golf Glove,201508,31,0.94,29.12
Team Golf Pittsburgh Steelers Putter Grip,201508,13,0.89,11.54
Top Flite Women's 2017 XL Hybrid,201508,22,0.18,4.06
Glove It Urban Brick Golf Towel,201508,2,0.81,1.63
Nike Dri-FIT Crew Sock 6 Pack,201508,4,2.11,8.44
TYR Boys' Team Digi Jammer,201508,5,1.89,9.43
Team Golf San Francisco Giants Putter Grip,201508,9,2.12,19.05
Clicgear Rovic Cooler Bag,201508,7,1.86,12.99
Hirzl Men's Hybrid Golf Glove,201508,0,1.75,0
Titleist Pro V1x Golf Balls,201508,4,1.75,6.99
adidas Men's Germany Black Crest Away Tee,201508,0,1.06,0
Titleist Pro V1 High Numbers Personalized Gol,201508,8,2.25,18.02
Under Armour Women's Micro G Skulpt Running S,201508,6,1.42,8.49
Under Armour Hustle Storm Medium Duffle Bag,201508,0,1.19,0
Under Armour Women's Ignite PIP VI Slide,201508,0,1.07,0
Bag Boy Beverage Holder,201508,2,1.21,2.42
Under Armour Men's Tech II T-Shirt,201508,1,0.14,0.14
Team Golf New England Patriots Putter Grip,201508,0,0.73,0
Under Armour Men's Compression EV SL Slide,201508,13,0.2,2.54
Bridgestone e6 Straight Distance NFL Tennesse,201508,5,0.99,4.97
Glove It Women's Mod Oval Golf Glove,201508,6,2.07,12.43
Titleist Pro V1x High Numbers Golf Balls,201508,0,0.9,0
Nike Women's Legend V-Neck T-Shirt,201508,0,0.23,0
Under Armour Kids' Mercenary Slide,201508,8,0.25,1.98
adidas Kids' F5 Messi FG Soccer Cleat,201508,0,1.04,0
Children's heaters,201508,0,2.31,0
Web Camera,201508,6,0.27,1.63
Dell Laptop,201508,16,2.11,33.83
Porcelain crafts,201508,1,1.65,1.65
Sports Books,201508,0,2,0
DVDs,201508,0,1.34,0
Industrial consumer electronics,201508,0,0.25,0
Fighting video games,201508,0,1.69,0
Summer dresses,201508,0,1.69,0
Lawn mower,201508,0,1.71,0
Adult dog supplies,201508,0,1.08,0
Rock music,201508,0,1.93,0
Elevation Training Mask 2.0,201508,0,1.99,0
LIJA Women's Mid-Length Panel Golf Shorts,201508,0,2.19,0
Toys,201508,0,1.85,0
Brooks Women's Ghost 6 Running Shoe,201508,0,2,0
Bag Boy M330 Push Cart,201508,0,1.9,0
Merrell Women's Grassbow Sport Hiking Shoe,201508,0,0.41,0
Nike Men's Free TR 5.0 TB Training Shoe,201508,0,0.26,0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201508,0,1.12,0
First aid kit,201508,0,0.2,0
CDs of rock,201508,2,1.32,2.64
Polar FT4 Heart Rate Monitor,201508,0,0.25,0
LIJA Women's Argyle Golf Polo,201508,2,1,2.01
TaylorMade White Smoke IN-12 Putter,201508,0,1.02,0
Fitbit The One Wireless Activity & Sleep Trac,201508,0,0.7,0
Nike Kids' Grade School KD VI Basketball Shoe,201508,0,0.54,0
The North Face Women's Recon Backpack,201508,0,0.65,0
Smart watch,201508,0,0.12,0
Baby sweater,201508,4,1.27,5.09
MDGolf Pittsburgh Penguins Putter,201508,0,1.18,0
Men's gala suit,201508,0,0.13,0
Merrell Men's All Out Flash Trail Running Sho,201508,0,0.27,0
Garmin Approach S3 Golf GPS Watch,201508,0,0.32,0
LIJA Women's Button Golf Dress,201508,0,1.39,0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201508,0,2.29,0
Merrell Women's Siren Mid Waterproof Hiking B,201508,0,2.19,0
TaylorMade Women's RBZ SL Rescue,201508,0,1.59,0
Mio ALPHA Heart Rate Monitor/Sport Watch,201508,2,1.38,2.77
TaylorMade 2017 Purelite Stand Bag,201508,0,1.44,0
Cleveland Golf Collegiate My Custom Wedge 588,201508,4,1.49,5.96
adidas Brazuca 2017 Official Match Ball,201508,0,1.53,0
Nike Men's Fingertrap Max Training Shoe,201508,0,0.21,0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201508,0,2.19,0
Nike Men's Kobe IX Elite Low Basketball Shoe,201508,0,0.86,0
Ogio Race Golf Shoes,201508,0,2.28,0
insta-bed Neverflat Air Mattress,201508,0,0.72,0
GolfBuddy VT3 GPS Watch,201508,0,2.25,0
Merrell Women's Grassbow Sport Waterproof Hik,201508,0,1.89,0
Titleist Small Wheeled Travel Cover,201508,0,0.18,0
Polar Loop Activity Tracker,201508,0,1.94,0
Pelican Maverick 100X Kayak,201508,0,1.8,0
Garmin Approach S4 Golf GPS Watch,201508,0,0.17,0
Total Gym 1400,201508,0,1.2,0
Garmin Forerunner 910XT GPS Watch,201508,0,0.43,0
Titleist Club Glove Travel Cover,201508,0,0.72,0
GoPro HERO3+ Black Edition Camera,201508,0,1.79,0
Diamondback Boys' Insight 24 Performance Hybr,201508,0,1.38,0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201508,0,1.51,0
Stiga Master Series ST3100 Competition Indoor,201508,0,1.03,0
SOLE E35 Elliptical,201508,6,1.18,7.09
Bushnell Pro X7 Jolt Slope Rangefinder,201508,30,1.29,38.55
SOLE E25 Elliptical,201508,2,0.71,1.43
Bowflex SelectTech 1090 Dumbbells,201508,7,1.55,10.82
Perfect Fitness Perfect Rip Deck,201507,1,1.19,1.19
Nike Men's Dri-FIT Victory Golf Polo,201507,656,0.26,167.32
O'Brien Men's Neoprene Life Vest,201507,22,1.99,43.84
Nike Men's Free 5.0+ Running Shoe,201507,161,1.9,305.53
Under Armour Girls' Toddler Spine Surge Runni,201507,171,0.3,51.13
Nike Men's CJ Elite 2 TD Football Cleat,201507,216,0.85,184.13
Field & Stream Sportsman 16 Gun Fire Safe,201507,46,1.71,78.86
Pelican Sunstream 100 Kayak,201507,26,2.08,54.14
Diamondback Women's Serene Classic Comfort Bi,201507,125,0.48,60.36
ENO Atlas Hammock Straps,201507,5,1.88,9.39
Nike Men's Comfort 2 Slide,201507,12,1.05,12.62
adidas Youth Germany Black/Red Away Match Soc,201507,1,2.09,2.09
Team Golf St. Louis Cardinals Putter Grip,201507,10,0.81,8.11
LIJA Women's Eyelet Sleeveless Golf Polo,201507,12,2.32,27.8
adidas Men's F10 Messi TRX FG Soccer Cleat,201507,11,1.33,14.68
Glove It Women's Imperial Golf Glove,201507,0,1.56,0
Glove It Imperial Golf Towel,201507,3,0.36,1.08
Bridgestone e6 Straight Distance NFL Carolina,201507,20,0.45,8.92
Glove It Women's Mod Oval 3-Zip Carry All Gol,201507,8,2.08,16.67
Columbia Men's PFG Anchor Tough T-Shirt,201507,0,0.67,0
Under Armour Women's Ignite Slide,201507,0,0.35,0
Team Golf Tennessee Volunteers Putter Grip,201507,13,1.95,25.41
Titleist Pro V1x High Numbers Personalized Go,201507,0,0.24,0
Nike Men's Deutschland Weltmeister Winners Bl,201507,6,1.83,10.96
Bridgestone e6 Straight Distance NFL San Dieg,201507,2,1.65,3.31
Nike Women's Tempo Shorts,201507,0,2.24,0
Team Golf Texas Longhorns Putter Grip,201507,3,0.67,2
Hirzl Women's Soffft Flex Golf Glove,201507,2,0.87,1.74
Clicgear 8.0 Shoe Brush,201507,2,1.61,3.22
Hirzl Women's Hybrid Golf Glove,201507,10,0.78,7.85
Team Golf Pittsburgh Steelers Putter Grip,201507,3,2.15,6.46
Top Flite Women's 2017 XL Hybrid,201507,0,1.4,0
Glove It Urban Brick Golf Towel,201507,8,2.11,16.88
Nike Dri-FIT Crew Sock 6 Pack,201507,11,0.29,3.2
TYR Boys' Team Digi Jammer,201507,0,1.93,0
Team Golf San Francisco Giants Putter Grip,201507,2,1.57,3.14
Clicgear Rovic Cooler Bag,201507,11,1.14,12.57
Hirzl Men's Hybrid Golf Glove,201507,17,2.32,39.46
Titleist Pro V1x Golf Balls,201507,1,0.75,0.75
adidas Men's Germany Black Crest Away Tee,201507,9,1.38,12.38
Titleist Pro V1 High Numbers Personalized Gol,201507,17,2.25,38.19
Under Armour Women's Micro G Skulpt Running S,201507,0,1.06,0
Under Armour Hustle Storm Medium Duffle Bag,201507,8,1.72,13.77
Under Armour Women's Ignite PIP VI Slide,201507,8,1.69,13.48
Bag Boy Beverage Holder,201507,0,2.31,0
Under Armour Men's Tech II T-Shirt,201507,9,2.16,19.44
Team Golf New England Patriots Putter Grip,201507,0,1.1,0
Under Armour Men's Compression EV SL Slide,201507,0,1.06,0
Bridgestone e6 Straight Distance NFL Tennesse,201507,0,1.93,0
Glove It Women's Mod Oval Golf Glove,201507,0,1.91,0
Titleist Pro V1x High Numbers Golf Balls,201507,6,1.7,10.22
Nike Women's Legend V-Neck T-Shirt,201507,4,0.39,1.54
Under Armour Kids' Mercenary Slide,201507,5,1.44,7.18
adidas Kids' F5 Messi FG Soccer Cleat,201507,2,1.26,2.51
Children's heaters,201507,0,1,0
Web Camera,201507,0,2.16,0
Dell Laptop,201507,25,1.5,37.47
Porcelain crafts,201507,0,1.62,0
Sports Books,201507,0,1.71,0
DVDs,201507,0,1.91,0
Industrial consumer electronics,201507,1,1.65,1.65
Fighting video games,201507,0,1.57,0
Summer dresses,201507,0,0.17,0
Lawn mower,201507,0,2.01,0
Adult dog supplies,201507,0,1.37,0
Rock music,201507,0,2.34,0
Elevation Training Mask 2.0,201507,0,2.19,0
LIJA Women's Mid-Length Panel Golf Shorts,201507,0,1.6,0
Toys,201507,0,1.13,0
Brooks Women's Ghost 6 Running Shoe,201507,0,1.57,0
Bag Boy M330 Push Cart,201507,0,1.75,0
Merrell Women's Grassbow Sport Hiking Shoe,201507,0,0.57,0
Nike Men's Free TR 5.0 TB Training Shoe,201507,0,1.91,0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201507,0,0.66,0
First aid kit,201507,0,0.12,0
CDs of rock,201507,0,1.07,0
Polar FT4 Heart Rate Monitor,201507,0,1.38,0
LIJA Women's Argyle Golf Polo,201507,0,1.82,0
TaylorMade White Smoke IN-12 Putter,201507,0,0.94,0
Fitbit The One Wireless Activity & Sleep Trac,201507,0,0.23,0
Nike Kids' Grade School KD VI Basketball Shoe,201507,0,2.04,0
The North Face Women's Recon Backpack,201507,0,1.92,0
Smart watch,201507,0,2.19,0
Baby sweater,201507,0,1.28,0
MDGolf Pittsburgh Penguins Putter,201507,0,1.2,0
Men's gala suit,201507,0,1.81,0
Merrell Men's All Out Flash Trail Running Sho,201507,0,0.69,0
Garmin Approach S3 Golf GPS Watch,201507,0,2.3,0
LIJA Women's Button Golf Dress,201507,1,0.93,0.93
Cleveland Golf Women's 588 RTX CB Satin Chrom,201507,0,0.31,0
Merrell Women's Siren Mid Waterproof Hiking B,201507,0,1.24,0
TaylorMade Women's RBZ SL Rescue,201507,0,1.75,0
Mio ALPHA Heart Rate Monitor/Sport Watch,201507,0,0.72,0
TaylorMade 2017 Purelite Stand Bag,201507,0,0.27,0
Cleveland Golf Collegiate My Custom Wedge 588,201507,0,1.68,0
adidas Brazuca 2017 Official Match Ball,201507,0,0.47,0
Nike Men's Fingertrap Max Training Shoe,201507,0,1.86,0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201507,0,1.12,0
Nike Men's Kobe IX Elite Low Basketball Shoe,201507,0,0.24,0
Ogio Race Golf Shoes,201507,0,1.23,0
insta-bed Neverflat Air Mattress,201507,0,1.78,0
GolfBuddy VT3 GPS Watch,201507,0,0.93,0
Merrell Women's Grassbow Sport Waterproof Hik,201507,0,1.81,0
Titleist Small Wheeled Travel Cover,201507,0,0.42,0
Polar Loop Activity Tracker,201507,0,1.37,0
Pelican Maverick 100X Kayak,201507,0,1.62,0
Garmin Approach S4 Golf GPS Watch,201507,0,2.05,0
Total Gym 1400,201507,0,1.16,0
Garmin Forerunner 910XT GPS Watch,201507,0,0.17,0
Titleist Club Glove Travel Cover,201507,0,2.23,0
GoPro HERO3+ Black Edition Camera,201507,0,0.97,0
Diamondback Boys' Insight 24 Performance Hybr,201507,0,2.06,0
Diamondback Girls' Clarity 24 Hybrid Bike 201,201507,0,0.51,0
Stiga Master Series ST3100 Competition Indoor,201507,0,0.93,0
SOLE E35 Elliptical,201507,10,1.3,12.96
Bushnell Pro X7 Jolt Slope Rangefinder,201507,18,1.85,33.34
SOLE E25 Elliptical,201507,3,0.67,2.01
Bowflex SelectTech 1090 Dumbbells,201507,11,1.97,21.64
Perfect Fitness Perfect Rip Deck,201506,462,2.3,1064.5
Nike Men's Dri-FIT Victory Golf Polo,201506,520,1.8,935
O'Brien Men's Neoprene Life Vest,201506,430,0.74,318.19
Nike Men's Free 5.0+ Running Shoe,201506,29,2.19,63.42
Under Armour Girls' Toddler Spine Surge Runni,201506,66,2.29,151.14
Nike Men's CJ Elite 2 TD Football Cleat,201506,74,2.01,148.52
Field & Stream Sportsman 16 Gun Fire Safe,201506,76,1.66,126.02
Pelican Sunstream 100 Kayak,201506,12,1.42,17.06
Diamondback Women's Serene Classic Comfort Bi,201506,103,1.81,186.25
ENO Atlas Hammock Straps,201506,2,1.39,2.78
Nike Men's Comfort 2 Slide,201506,0,2.04,0
adidas Youth Germany Black/Red Away Match Soc,201506,16,1.23,19.69
Team Golf St. Louis Cardinals Putter Grip,201506,4,0.21,0.82
LIJA Women's Eyelet Sleeveless Golf Polo,201506,3,0.6,1.8
adidas Men's F10 Messi TRX FG Soccer Cleat,201506,6,2.08,12.47
Glove It Women's Imperial Golf Glove,201506,0,1.2,0
Glove It Imperial Golf Towel,201506,0,1.78,0
Bridgestone e6 Straight Distance NFL Carolina,201506,0,2.03,0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201506,10,0.35,3.47
Columbia Men's PFG Anchor Tough T-Shirt,201506,0,2.31,0
Under Armour Women's Ignite Slide,201506,5,0.59,2.96
Team Golf Tennessee Volunteers Putter Grip,201506,7,1.21,8.45
Titleist Pro V1x High Numbers Personalized Go,201506,7,0.55,3.83
Nike Men's Deutschland Weltmeister Winners Bl,201506,7,1.46,10.21
Bridgestone e6 Straight Distance NFL San Dieg,201506,6,0.23,1.39
Nike Women's Tempo Shorts,201506,9,1.29,11.63
Team Golf Texas Longhorns Putter Grip,201506,2,0.44,0.87
Hirzl Women's Soffft Flex Golf Glove,201506,1,1.43,1.43
Clicgear 8.0 Shoe Brush,201506,4,1.61,6.46
Hirzl Women's Hybrid Golf Glove,201506,5,1.67,8.35
Team Golf Pittsburgh Steelers Putter Grip,201506,3,1.34,4.02
Top Flite Women's 2017 XL Hybrid,201506,0,1.28,0
Glove It Urban Brick Golf Towel,201506,6,0.8,4.81
Nike Dri-FIT Crew Sock 6 Pack,201506,0,0.16,0
TYR Boys' Team Digi Jammer,201506,11,2.08,22.83
Team Golf San Francisco Giants Putter Grip,201506,0,2.33,0
Clicgear Rovic Cooler Bag,201506,5,1.34,6.69
Hirzl Men's Hybrid Golf Glove,201506,0,0.93,0
Titleist Pro V1x Golf Balls,201506,19,0.81,15.4
adidas Men's Germany Black Crest Away Tee,201506,0,1.26,0
Titleist Pro V1 High Numbers Personalized Gol,201506,2,2.08,4.17
Under Armour Women's Micro G Skulpt Running S,201506,6,1.16,6.94
Under Armour Hustle Storm Medium Duffle Bag,201506,0,2.26,0
Under Armour Women's Ignite PIP VI Slide,201506,1,0.58,0.58
Bag Boy Beverage Holder,201506,1,1.3,1.3
Under Armour Men's Tech II T-Shirt,201506,9,0.21,1.87
Team Golf New England Patriots Putter Grip,201506,18,0.66,11.92
Under Armour Men's Compression EV SL Slide,201506,1,1.44,1.44
Bridgestone e6 Straight Distance NFL Tennesse,201506,0,1.19,0
Glove It Women's Mod Oval Golf Glove,201506,3,1.65,4.94
Titleist Pro V1x High Numbers Golf Balls,201506,12,0.37,4.39
Nike Women's Legend V-Neck T-Shirt,201506,0,0.78,0
Under Armour Kids' Mercenary Slide,201506,4,1.84,7.38
adidas Kids' F5 Messi FG Soccer Cleat,201506,0,2.32,0
Children's heaters,201506,0,1.38,0
Web Camera,201506,0,2.03,0
Dell Laptop,201506,37,1.5,55.66
Porcelain crafts,201506,0,1.25,0
Sports Books,201506,0,1.38,0
DVDs,201506,0,1.56,0
Industrial consumer electronics,201506,0,0.55,0
Fighting video games,201506,0,0.72,0
Summer dresses,201506,0,0.38,0
Lawn mower,201506,0,0.56,0
Adult dog supplies,201506,0,1.99,0
Rock music,201506,0,2.07,0
Elevation Training Mask 2.0,201506,0,0.75,0
LIJA Women's Mid-Length Panel Golf Shorts,201506,0,0.98,0
Toys,201506,0,2.12,0
Brooks Women's Ghost 6 Running Shoe,201506,0,2.02,0
Bag Boy M330 Push Cart,201506,0,1.38,0
Merrell Women's Grassbow Sport Hiking Shoe,201506,0,1.86,0
Nike Men's Free TR 5.0 TB Training Shoe,201506,0,0.83,0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201506,1,1.82,1.82
First aid kit,201506,0,1.84,0
CDs of rock,201506,0,0.75,0
Polar FT4 Heart Rate Monitor,201506,0,1.62,0
LIJA Women's Argyle Golf Polo,201506,0,1.51,0
TaylorMade White Smoke IN-12 Putter,201506,0,0.52,0
Fitbit The One Wireless Activity & Sleep Trac,201506,0,2.18,0
Nike Kids' Grade School KD VI Basketball Shoe,201506,0,1.27,0
The North Face Women's Recon Backpack,201506,8,2.09,16.74
Smart watch,201506,0,2.13,0
Baby sweater,201506,0,0.98,0
MDGolf Pittsburgh Penguins Putter,201506,0,1.36,0
Men's gala suit,201506,0,1.96,0
Merrell Men's All Out Flash Trail Running Sho,201506,0,1.23,0
Garmin Approach S3 Golf GPS Watch,201506,0,0.48,0
LIJA Women's Button Golf Dress,201506,0,0.78,0
Cleveland Golf Women's 588 RTX CB Satin Chrom,201506,0,1.79,0
Merrell Women's Siren Mid Waterproof Hiking B,201506,0,0.3,0
TaylorMade Women's RBZ SL Rescue,201506,0,2.18,0
Mio ALPHA Heart Rate Monitor/Sport Watch,201506,0,2.17,0
TaylorMade 2017 Purelite Stand Bag,201506,0,0.72,0
Cleveland Golf Collegiate My Custom Wedge 588,201506,0,0.13,0
adidas Brazuca 2017 Official Match Ball,201506,0,1.64,0
Nike Men's Fingertrap Max Training Shoe,201506,0,1.62,0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201506,0,1.71,0
Nike Men's Kobe IX Elite Low Basketball Shoe,201506,0,1.92,0
